Sigma Gauss	Esperanza Poisson	Límite de integración ePix 
 [e]	 [e/pxl]	 [e] 
0.231	0.107882	0.602
0.231	0.103266	0.604
0.231	0.0988482	0.606
0.231	0.0946187	0.608
0.231	0.0905697	0.61
0.231	0.0866937	0.612
0.231	0.0829833	0.614
0.231	0.0794313	0.616
0.231	0.0760311	0.618
0.231	0.0727761	0.62
0.231	0.0696602	0.622
0.231	0.0666773	0.624
0.231	0.063822	0.626
0.231	0.0610886	0.628
0.231	0.058472	0.63
0.231	0.0559673	0.632
0.231	0.0535696	0.634
0.231	0.0512744	0.636
0.231	0.0490772	0.638
0.231	0.046974	0.64
0.231	0.0449607	0.642
0.231	0.0430335	0.644
0.231	0.0411887	0.646
0.231	0.0394227	0.648
0.231	0.0377323	0.65
0.231	0.0361142	0.652
0.231	0.0345652	0.654
0.231	0.0330825	0.656
0.231	0.0316633	0.658
0.231	0.0303047	0.66
0.231	0.0290043	0.662
0.231	0.0277595	0.664
0.231	0.026568	0.666
0.231	0.0254275	0.668
0.231	0.0243358	0.67
0.231	0.0232908	0.672
0.231	0.0222906	0.674
0.231	0.0213331	0.676
0.231	0.0204167	0.678
0.231	0.0195395	0.68
0.231	0.0186999	0.682
0.231	0.0178962	0.684
0.231	0.017127	0.686
0.231	0.0163907	0.688
0.231	0.0156859	0.69
0.231	0.0150114	0.692
0.231	0.0143658	0.694
0.231	0.0137478	0.696
0.231	0.0131563	0.698
0.231	0.0125902	0.7
0.231	0.0120484	0.702
0.231	0.0115297	0.704
0.231	0.0110334	0.706
0.231	0.0105583	0.708
0.231	0.0101036	0.71
0.231	0.00966838	0.712
0.231	0.00925186	0.714
0.231	0.00885321	0.716
0.231	0.00847166	0.718
0.231	0.0081065	0.72
0.231	0.00775701	0.722
0.231	0.00742253	0.724
0.231	0.00710242	0.726
0.231	0.00679605	0.728
0.231	0.00650284	0.73
0.231	0.00622223	0.732
0.231	0.00595367	0.734
0.231	0.00569666	0.736
0.231	0.00545069	0.738
0.231	0.0052153	0.74
0.231	0.00499003	0.742
0.231	0.00477444	0.744
0.231	0.00456813	0.746
0.231	0.00437069	0.748
0.231	0.00418174	0.75
0.231	0.00400093	0.752
0.231	0.00382789	0.754
0.231	0.00366231	0.756
0.231	0.00350385	0.758
0.231	0.00335222	0.76
0.231	0.00320712	0.762
0.231	0.00306826	0.764
0.231	0.00293539	0.766
0.231	0.00280825	0.768
0.231	0.00268658	0.77
0.231	0.00257016	0.772
0.231	0.00245876	0.774
0.231	0.00235216	0.776
0.231	0.00225016	0.778
0.231	0.00215256	0.78
0.231	0.00205917	0.782
0.231	0.00196981	0.784
0.231	0.0018843	0.786
0.231	0.00180249	0.788
0.231	0.00172421	0.79
0.231	0.00164932	0.792
0.231	0.00157765	0.794
0.231	0.00150909	0.796
0.231	0.00144348	0.798
0.231	0.00138072	0.8
0.231	0.00132066	0.802
0.233	0.423367	0.54
0.233	0.405554	0.542
0.233	0.38849	0.544
0.233	0.372143	0.546
0.233	0.356484	0.548
0.233	0.341483	0.55
0.233	0.327112	0.552
0.233	0.313346	0.554
0.233	0.300159	0.556
0.233	0.287526	0.558
0.233	0.275424	0.56
0.233	0.263831	0.562
0.233	0.252725	0.564
0.233	0.242087	0.566
0.233	0.231895	0.568
0.233	0.222132	0.57
0.233	0.21278	0.572
0.233	0.203821	0.574
0.233	0.195239	0.576
0.233	0.187017	0.578
0.233	0.179142	0.58
0.233	0.171597	0.582
0.233	0.16437	0.584
0.233	0.157446	0.586
0.233	0.150814	0.588
0.233	0.144461	0.59
0.233	0.138375	0.592
0.233	0.132545	0.594
0.233	0.12696	0.596
0.233	0.12161	0.598
0.233	0.116485	0.6
0.233	0.111576	0.602
0.233	0.106873	0.604
0.233	0.102369	0.606
0.233	0.0980532	0.608
0.233	0.0939194	0.61
0.233	0.0899595	0.612
0.233	0.0861662	0.614
0.233	0.0825326	0.616
0.233	0.0790519	0.618
0.233	0.0757176	0.62
0.233	0.0725237	0.622
0.233	0.0694642	0.624
0.233	0.0665335	0.626
0.233	0.0637262	0.628
0.233	0.061037	0.63
0.233	0.0584611	0.632
0.233	0.0559936	0.634
0.233	0.05363	0.636
0.233	0.0513659	0.638
0.233	0.0491972	0.64
0.233	0.0471198	0.642
0.233	0.0451299	0.644
0.233	0.0432238	0.646
0.233	0.0413981	0.648
0.233	0.0396492	0.65
0.233	0.037974	0.652
0.233	0.0363694	0.654
0.233	0.0348324	0.656
0.233	0.0333602	0.658
0.233	0.03195	0.66
0.233	0.0305992	0.662
0.233	0.0293054	0.664
0.233	0.0280662	0.666
0.233	0.0268792	0.668
0.233	0.0257422	0.67
0.233	0.0246532	0.672
0.233	0.0236101	0.674
0.233	0.022611	0.676
0.233	0.021654	0.678
0.233	0.0207374	0.68
0.233	0.0198595	0.682
0.233	0.0190186	0.684
0.233	0.0182132	0.686
0.233	0.0174418	0.688
0.233	0.016703	0.69
0.233	0.0159953	0.692
0.233	0.0153175	0.694
0.233	0.0146684	0.696
0.233	0.0140466	0.698
0.233	0.0134511	0.7
0.233	0.0128808	0.702
0.233	0.0123345	0.704
0.233	0.0118114	0.706
0.233	0.0113103	0.708
0.233	0.0108304	0.71
0.233	0.0103708	0.712
0.233	0.00993064	0.714
0.233	0.00950907	0.716
0.233	0.00910532	0.718
0.233	0.00871865	0.72
0.233	0.00834833	0.722
0.233	0.00799368	0.724
0.233	0.00765402	0.726
0.233	0.00732874	0.728
0.233	0.00701723	0.73
0.233	0.0067189	0.732
0.233	0.00643319	0.734
0.233	0.00615959	0.736
0.233	0.00589756	0.738
0.233	0.00564664	0.74
0.233	0.00540634	0.742
0.233	0.00517622	0.744
0.233	0.00495585	0.746
0.233	0.00474482	0.748
0.233	0.00454274	0.75
0.233	0.00434922	0.752
0.233	0.0041639	0.754
0.233	0.00398645	0.756
0.233	0.00381652	0.758
0.233	0.00365379	0.76
0.233	0.00349797	0.762
0.233	0.00334877	0.764
0.233	0.00320589	0.766
0.233	0.00306908	0.768
0.233	0.00293808	0.77
0.233	0.00281265	0.772
0.233	0.00269254	0.774
0.233	0.00257753	0.776
0.233	0.00246741	0.778
0.233	0.00236196	0.78
0.233	0.002261	0.782
0.233	0.00216434	0.784
0.233	0.00207178	0.786
0.233	0.00198316	0.788
0.233	0.00189831	0.79
0.233	0.00181707	0.792
0.233	0.00173928	0.794
0.233	0.00166481	0.796
0.233	0.00159351	0.798
0.233	0.00152524	0.8
0.233	0.00145988	0.802
0.235	0.428851	0.54
0.235	0.411072	0.542
0.235	0.394029	0.544
0.235	0.377692	0.546
0.235	0.362032	0.548
0.235	0.347021	0.55
0.235	0.332632	0.552
0.235	0.318838	0.554
0.235	0.305617	0.556
0.235	0.292942	0.558
0.235	0.280793	0.56
0.235	0.269148	0.562
0.235	0.257984	0.564
0.235	0.247283	0.566
0.235	0.237026	0.568
0.235	0.227193	0.57
0.235	0.217768	0.572
0.235	0.208734	0.574
0.235	0.200073	0.576
0.235	0.191772	0.578
0.235	0.183814	0.58
0.235	0.176186	0.582
0.235	0.168874	0.584
0.235	0.161866	0.586
0.235	0.155147	0.588
0.235	0.148707	0.59
0.235	0.142534	0.592
0.235	0.136617	0.594
0.235	0.130945	0.596
0.235	0.125508	0.598
0.235	0.120296	0.6
0.235	0.115301	0.602
0.235	0.110512	0.604
0.235	0.105922	0.606
0.235	0.101523	0.608
0.235	0.0973052	0.61
0.235	0.0932627	0.612
0.235	0.0893878	0.614
0.235	0.0856736	0.616
0.235	0.0821133	0.618
0.235	0.0787007	0.62
0.235	0.0754296	0.622
0.235	0.0722942	0.624
0.235	0.0692888	0.626
0.235	0.066408	0.628
0.235	0.0636468	0.63
0.235	0.0610001	0.632
0.235	0.0584631	0.634
0.235	0.0560315	0.636
0.235	0.0537007	0.638
0.235	0.0514666	0.64
0.235	0.0493252	0.642
0.235	0.0472727	0.644
0.235	0.0453054	0.646
0.235	0.0434197	0.648
0.235	0.0416123	0.65
0.235	0.0398799	0.652
0.235	0.0382195	0.654
0.235	0.036628	0.656
0.235	0.0351025	0.658
0.235	0.0336405	0.66
0.235	0.0322391	0.662
0.235	0.0308959	0.664
0.235	0.0296085	0.666
0.235	0.0283746	0.668
0.235	0.027192	0.67
0.235	0.0260585	0.672
0.235	0.0249721	0.674
0.235	0.0239308	0.676
0.235	0.0229328	0.678
0.235	0.0219763	0.68
0.235	0.0210596	0.682
0.235	0.020181	0.684
0.235	0.0193389	0.686
0.235	0.0185318	0.688
0.235	0.0177583	0.69
0.235	0.0170169	0.692
0.235	0.0163064	0.694
0.235	0.0156255	0.696
0.235	0.0149729	0.698
0.235	0.0143474	0.7
0.235	0.013748	0.702
0.235	0.0131735	0.704
0.235	0.0126229	0.706
0.235	0.0120953	0.708
0.235	0.0115896	0.71
0.235	0.011105	0.712
0.235	0.0106406	0.714
0.235	0.0101955	0.716
0.235	0.00976891	0.718
0.235	0.00936014	0.72
0.235	0.00896839	0.722
0.235	0.00859298	0.724
0.235	0.00823321	0.726
0.235	0.00788844	0.728
0.235	0.00755805	0.73
0.235	0.00724143	0.732
0.235	0.00693802	0.734
0.235	0.00664726	0.736
0.235	0.00636863	0.738
0.235	0.00610163	0.74
0.235	0.00584578	0.742
0.235	0.0056006	0.744
0.235	0.00536566	0.746
0.235	0.00514052	0.748
0.235	0.00492479	0.75
0.235	0.00471807	0.752
0.235	0.00451998	0.754
0.235	0.00433017	0.756
0.235	0.00414829	0.758
0.235	0.00397401	0.76
0.235	0.00380702	0.762
0.235	0.00364701	0.764
0.235	0.00349369	0.766
0.235	0.00334678	0.768
0.235	0.00320602	0.77
0.235	0.00307115	0.772
0.235	0.00294192	0.774
0.235	0.0028181	0.776
0.235	0.00269946	0.778
0.235	0.0025858	0.78
0.235	0.00247689	0.782
0.235	0.00237254	0.784
0.235	0.00227257	0.786
0.235	0.00217678	0.788
0.235	0.00208501	0.79
0.235	0.00199708	0.792
0.235	0.00191285	0.794
0.235	0.00183214	0.796
0.235	0.00175482	0.798
0.235	0.00168075	0.8
0.235	0.00160978	0.802
0.237	0.434269	0.54
0.237	0.416527	0.542
0.237	0.399508	0.544
0.237	0.383185	0.546
0.237	0.367528	0.548
0.237	0.35251	0.55
0.237	0.338105	0.552
0.237	0.324289	0.554
0.237	0.311036	0.556
0.237	0.298324	0.558
0.237	0.286132	0.56
0.237	0.274437	0.562
0.237	0.26322	0.564
0.237	0.25246	0.566
0.237	0.24214	0.568
0.237	0.232241	0.57
0.237	0.222746	0.572
0.237	0.213639	0.574
0.237	0.204904	0.576
0.237	0.196526	0.578
0.237	0.188489	0.58
0.237	0.180781	0.582
0.237	0.173387	0.584
0.237	0.166296	0.586
0.237	0.159494	0.588
0.237	0.15297	0.59
0.237	0.146712	0.592
0.237	0.140709	0.594
0.237	0.134952	0.596
0.237	0.12943	0.598
0.237	0.124134	0.6
0.237	0.119054	0.602
0.237	0.114181	0.604
0.237	0.109508	0.606
0.237	0.105025	0.608
0.237	0.100726	0.61
0.237	0.0966017	0.612
0.237	0.0926463	0.614
0.237	0.0888526	0.616
0.237	0.0852138	0.618
0.237	0.0817238	0.62
0.237	0.0783763	0.622
0.237	0.0751657	0.624
0.237	0.0720863	0.626
0.237	0.0691327	0.628
0.237	0.0662999	0.63
0.237	0.0635829	0.632
0.237	0.0609769	0.634
0.237	0.0584775	0.636
0.237	0.0560803	0.638
0.237	0.0537811	0.64
0.237	0.0515759	0.642
0.237	0.0494609	0.644
0.237	0.0474324	0.646
0.237	0.0454868	0.648
0.237	0.0436209	0.65
0.237	0.0418312	0.652
0.237	0.0401148	0.654
0.237	0.0384686	0.656
0.237	0.0368898	0.658
0.237	0.0353756	0.66
0.237	0.0339233	0.662
0.237	0.0325305	0.664
0.237	0.0311947	0.666
0.237	0.0299135	0.668
0.237	0.0286848	0.67
0.237	0.0275065	0.672
0.237	0.0263763	0.674
0.237	0.0252925	0.676
0.237	0.024253	0.678
0.237	0.0232562	0.68
0.237	0.0223001	0.682
0.237	0.0213832	0.684
0.237	0.0205039	0.686
0.237	0.0196606	0.688
0.237	0.0188519	0.69
0.237	0.0180763	0.692
0.237	0.0173325	0.694
0.237	0.0166193	0.696
0.237	0.0159352	0.698
0.237	0.0152792	0.7
0.237	0.0146501	0.702
0.237	0.0140468	0.704
0.237	0.0134683	0.706
0.237	0.0129135	0.708
0.237	0.0123814	0.71
0.237	0.0118712	0.712
0.237	0.0113819	0.714
0.237	0.0109127	0.716
0.237	0.0104628	0.718
0.237	0.0100313	0.72
0.237	0.00961759	0.722
0.237	0.00922084	0.724
0.237	0.00884039	0.726
0.237	0.00847556	0.728
0.237	0.00812573	0.73
0.237	0.00779027	0.732
0.237	0.0074686	0.734
0.237	0.00716015	0.736
0.237	0.00686438	0.738
0.237	0.00658077	0.74
0.237	0.00630882	0.742
0.237	0.00604807	0.744
0.237	0.00579803	0.746
0.237	0.00555829	0.748
0.237	0.00532841	0.75
0.237	0.00510799	0.752
0.237	0.00489664	0.754
0.237	0.004694	0.756
0.237	0.0044997	0.758
0.237	0.0043134	0.76
0.237	0.00413478	0.762
0.237	0.00396351	0.764
0.237	0.0037993	0.766
0.237	0.00364186	0.768
0.237	0.00349091	0.77
0.237	0.00334619	0.772
0.237	0.00320743	0.774
0.237	0.00307439	0.776
0.237	0.00294684	0.778
0.237	0.00282456	0.78
0.237	0.00270732	0.782
0.237	0.00259492	0.784
0.237	0.00248716	0.786
0.237	0.00238385	0.788
0.237	0.00228481	0.79
0.237	0.00218986	0.792
0.237	0.00209883	0.794
0.237	0.00201156	0.796
0.237	0.0019279	0.798
0.237	0.0018477	0.8
0.237	0.00177082	0.802
0.239	0.439621	0.54
0.239	0.421918	0.542
0.239	0.404928	0.544
0.239	0.388621	0.546
0.239	0.37297	0.548
0.239	0.357949	0.55
0.239	0.343533	0.552
0.239	0.329696	0.554
0.239	0.316416	0.556
0.239	0.303671	0.558
0.239	0.291438	0.56
0.239	0.279698	0.562
0.239	0.26843	0.564
0.239	0.257615	0.566
0.239	0.247236	0.568
0.239	0.237274	0.57
0.239	0.227713	0.572
0.239	0.218537	0.574
0.239	0.20973	0.576
0.239	0.201277	0.578
0.239	0.193165	0.58
0.239	0.185379	0.582
0.239	0.177907	0.584
0.239	0.170735	0.586
0.239	0.163852	0.588
0.239	0.157246	0.59
0.239	0.150905	0.592
0.239	0.14482	0.594
0.239	0.13898	0.596
0.239	0.133375	0.598
0.239	0.127996	0.6
0.239	0.122833	0.602
0.239	0.117878	0.604
0.239	0.113123	0.606
0.239	0.108559	0.608
0.239	0.104178	0.61
0.239	0.0999745	0.612
0.239	0.0959399	0.614
0.239	0.0920678	0.616
0.239	0.0883516	0.618
0.239	0.0847851	0.62
0.239	0.0813622	0.622
0.239	0.0780772	0.624
0.239	0.0749245	0.626
0.239	0.0718988	0.628
0.239	0.068995	0.63
0.239	0.0662082	0.632
0.239	0.0635337	0.634
0.239	0.0609669	0.636
0.239	0.0585036	0.638
0.239	0.0561395	0.64
0.239	0.0538707	0.642
0.239	0.0516934	0.644
0.239	0.0496038	0.646
0.239	0.0475984	0.648
0.239	0.0456739	0.65
0.239	0.043827	0.652
0.239	0.0420546	0.654
0.239	0.0403536	0.656
0.239	0.0387212	0.658
0.239	0.0371547	0.66
0.239	0.0356513	0.662
0.239	0.0342086	0.664
0.239	0.032824	0.666
0.239	0.0314954	0.668
0.239	0.0302203	0.67
0.239	0.0289967	0.672
0.239	0.0278225	0.674
0.239	0.0266957	0.676
0.239	0.0256143	0.678
0.239	0.0245766	0.68
0.239	0.0235808	0.682
0.239	0.0226252	0.684
0.239	0.0217082	0.686
0.239	0.0208282	0.688
0.239	0.0199838	0.69
0.239	0.0191735	0.692
0.239	0.0183959	0.694
0.239	0.0176497	0.696
0.239	0.0169337	0.698
0.239	0.0162466	0.7
0.239	0.0155873	0.702
0.239	0.0149546	0.704
0.239	0.0143476	0.706
0.239	0.013765	0.708
0.239	0.013206	0.71
0.239	0.0126697	0.712
0.239	0.012155	0.714
0.239	0.0116611	0.716
0.239	0.0111873	0.718
0.239	0.0107326	0.72
0.239	0.0102963	0.722
0.239	0.00987761	0.724
0.239	0.00947592	0.726
0.239	0.00909049	0.728
0.239	0.00872067	0.73
0.239	0.00836582	0.732
0.239	0.00802535	0.734
0.239	0.00769867	0.736
0.239	0.00738523	0.738
0.239	0.00708449	0.74
0.239	0.00679594	0.742
0.239	0.00651908	0.744
0.239	0.00625345	0.746
0.239	0.00599859	0.748
0.239	0.00575407	0.75
0.239	0.00551946	0.752
0.239	0.00529438	0.754
0.239	0.00507842	0.756
0.239	0.00487123	0.758
0.239	0.00467245	0.76
0.239	0.00448174	0.762
0.239	0.00429877	0.764
0.239	0.00412323	0.766
0.239	0.00395483	0.768
0.239	0.00379326	0.77
0.239	0.00363826	0.772
0.239	0.00348956	0.774
0.239	0.0033469	0.776
0.239	0.00321004	0.778
0.239	0.00307875	0.78
0.239	0.0029528	0.782
0.239	0.00283197	0.784
0.239	0.00271606	0.786
0.239	0.00260486	0.788
0.239	0.00249819	0.79
0.239	0.00239586	0.792
0.239	0.0022977	0.794
0.239	0.00220354	0.796
0.239	0.00211321	0.798
0.239	0.00202657	0.8
0.239	0.00194345	0.802
0.241	0.444907	0.54
0.241	0.427247	0.542
0.241	0.410287	0.544
0.241	0.394	0.546
0.241	0.378359	0.548
0.241	0.363338	0.55
0.241	0.348913	0.552
0.241	0.33506	0.554
0.241	0.321756	0.556
0.241	0.30898	0.558
0.241	0.296711	0.56
0.241	0.284929	0.562
0.241	0.273614	0.564
0.241	0.262747	0.566
0.241	0.252312	0.568
0.241	0.242291	0.57
0.241	0.232667	0.572
0.241	0.223424	0.574
0.241	0.214549	0.576
0.241	0.206025	0.578
0.241	0.19784	0.58
0.241	0.189979	0.582
0.241	0.18243	0.584
0.241	0.175181	0.586
0.241	0.168219	0.588
0.241	0.161534	0.59
0.241	0.155113	0.592
0.241	0.148948	0.594
0.241	0.143027	0.596
0.241	0.137341	0.598
0.241	0.131881	0.6
0.241	0.126637	0.602
0.241	0.121601	0.604
0.241	0.116765	0.606
0.241	0.112122	0.608
0.241	0.107662	0.61
0.241	0.103379	0.612
0.241	0.0992669	0.614
0.241	0.0953176	0.616
0.241	0.0915251	0.618
0.241	0.0878831	0.62
0.241	0.0843857	0.622
0.241	0.0810271	0.624
0.241	0.077802	0.626
0.241	0.0747048	0.628
0.241	0.0717307	0.63
0.241	0.0688747	0.632
0.241	0.0661321	0.634
0.241	0.0634984	0.636
0.241	0.0609693	0.638
0.241	0.0585407	0.64
0.241	0.0562086	0.642
0.241	0.0539691	0.644
0.241	0.0518186	0.646
0.241	0.0497536	0.648
0.241	0.0477706	0.65
0.241	0.0458664	0.652
0.241	0.0440379	0.654
0.241	0.0422821	0.656
0.241	0.0405961	0.658
0.241	0.0389771	0.66
0.241	0.0374224	0.662
0.241	0.0359296	0.664
0.241	0.0344961	0.666
0.241	0.0331197	0.668
0.241	0.031798	0.67
0.241	0.0305288	0.672
0.241	0.0293102	0.674
0.241	0.02814	0.676
0.241	0.0270164	0.678
0.241	0.0259375	0.68
0.241	0.0249015	0.682
0.241	0.0239068	0.684
0.241	0.0229516	0.686
0.241	0.0220345	0.688
0.241	0.0211539	0.69
0.241	0.0203083	0.692
0.241	0.0194964	0.694
0.241	0.0187169	0.696
0.241	0.0179684	0.698
0.241	0.0172497	0.7
0.241	0.0165597	0.702
0.241	0.0158971	0.704
0.241	0.015261	0.706
0.241	0.0146502	0.708
0.241	0.0140637	0.71
0.241	0.0135006	0.712
0.241	0.01296	0.714
0.241	0.012441	0.716
0.241	0.0119426	0.718
0.241	0.0114641	0.72
0.241	0.0110047	0.722
0.241	0.0105636	0.724
0.241	0.0101402	0.726
0.241	0.00973358	0.728
0.241	0.00934324	0.73
0.241	0.00896848	0.732
0.241	0.00860868	0.734
0.241	0.00826324	0.736
0.241	0.00793161	0.738
0.241	0.00761322	0.74
0.241	0.00730755	0.742
0.241	0.00701409	0.744
0.241	0.00673236	0.746
0.241	0.00646189	0.748
0.241	0.00620223	0.75
0.241	0.00595296	0.752
0.241	0.00571365	0.754
0.241	0.00548391	0.756
0.241	0.00526336	0.758
0.241	0.00505164	0.76
0.241	0.00484839	0.762
0.241	0.00465327	0.764
0.241	0.00446596	0.766
0.241	0.00428616	0.768
0.241	0.00411355	0.77
0.241	0.00394785	0.772
0.241	0.0037888	0.774
0.241	0.00363611	0.776
0.241	0.00348955	0.778
0.241	0.00334886	0.78
0.241	0.00321381	0.782
0.241	0.00308417	0.784
0.241	0.00295973	0.786
0.241	0.00284029	0.788
0.241	0.00272563	0.79
0.241	0.00261558	0.792
0.241	0.00250994	0.794
0.241	0.00240855	0.796
0.241	0.00231122	0.798
0.241	0.00221781	0.8
0.241	0.00212815	0.802
0.243	0.450128	0.54
0.243	0.432513	0.542
0.243	0.415587	0.544
0.243	0.399322	0.546
0.243	0.383693	0.548
0.243	0.368676	0.55
0.243	0.354245	0.552
0.243	0.340379	0.554
0.243	0.327055	0.556
0.243	0.314253	0.558
0.243	0.30195	0.56
0.243	0.290129	0.562
0.243	0.27877	0.564
0.243	0.267855	0.566
0.243	0.257367	0.568
0.243	0.247289	0.57
0.243	0.237605	0.572
0.243	0.2283	0.574
0.243	0.219359	0.576
0.243	0.210768	0.578
0.243	0.202512	0.58
0.243	0.194579	0.582
0.243	0.186957	0.584
0.243	0.179633	0.586
0.243	0.172595	0.588
0.243	0.165832	0.59
0.243	0.159334	0.592
0.243	0.15309	0.594
0.243	0.14709	0.596
0.243	0.141325	0.598
0.243	0.135786	0.6
0.243	0.130463	0.602
0.243	0.125349	0.604
0.243	0.120434	0.606
0.243	0.115712	0.608
0.243	0.111175	0.61
0.243	0.106815	0.612
0.243	0.102626	0.614
0.243	0.0986003	0.616
0.243	0.0947325	0.618
0.243	0.0910161	0.62
0.243	0.0874451	0.622
0.243	0.084014	0.624
0.243	0.0807171	0.626
0.243	0.0775493	0.628
0.243	0.0745055	0.63
0.243	0.0715809	0.632
0.243	0.0687707	0.634
0.243	0.0660706	0.636
0.243	0.0634763	0.638
0.243	0.0609835	0.64
0.243	0.0585884	0.642
0.243	0.056287	0.644
0.243	0.0540758	0.646
0.243	0.0519512	0.648
0.243	0.0499099	0.65
0.243	0.0479485	0.652
0.243	0.046064	0.654
0.243	0.0442533	0.656
0.243	0.0425136	0.658
0.243	0.040842	0.66
0.243	0.039236	0.662
0.243	0.0376929	0.664
0.243	0.0362104	0.666
0.243	0.0347859	0.668
0.243	0.0334173	0.67
0.243	0.0321023	0.672
0.243	0.0308389	0.674
0.243	0.0296251	0.676
0.243	0.0284589	0.678
0.243	0.0273384	0.68
0.243	0.0262619	0.682
0.243	0.0252276	0.684
0.243	0.0242339	0.686
0.243	0.0232792	0.688
0.243	0.022362	0.69
0.243	0.0214808	0.692
0.243	0.0206341	0.694
0.243	0.0198208	0.696
0.243	0.0190393	0.698
0.243	0.0182885	0.7
0.243	0.0175673	0.702
0.243	0.0168743	0.704
0.243	0.0162086	0.706
0.243	0.015569	0.708
0.243	0.0149546	0.71
0.243	0.0143643	0.712
0.243	0.0137972	0.714
0.243	0.0132524	0.716
0.243	0.012729	0.718
0.243	0.0122262	0.72
0.243	0.0117432	0.722
0.243	0.0112792	0.724
0.243	0.0108334	0.726
0.243	0.0104052	0.728
0.243	0.00999377	0.73
0.243	0.00959857	0.732
0.243	0.00921893	0.734
0.243	0.00885423	0.736
0.243	0.00850389	0.738
0.243	0.00816734	0.74
0.243	0.00784405	0.742
0.243	0.00753349	0.744
0.243	0.00723517	0.746
0.243	0.0069486	0.748
0.243	0.00667333	0.75
0.243	0.0064089	0.752
0.243	0.0061549	0.754
0.243	0.00591092	0.756
0.243	0.00567655	0.758
0.243	0.00545143	0.76
0.243	0.00523519	0.762
0.243	0.00502748	0.764
0.243	0.00482796	0.766
0.243	0.00463632	0.768
0.243	0.00445225	0.77
0.243	0.00427544	0.772
0.243	0.00410562	0.774
0.243	0.0039425	0.776
0.243	0.00378583	0.778
0.243	0.00363535	0.78
0.243	0.00349081	0.782
0.243	0.00335199	0.784
0.243	0.00321865	0.786
0.243	0.00309059	0.788
0.243	0.0029676	0.79
0.243	0.00284946	0.792
0.243	0.00273601	0.794
0.243	0.00262704	0.796
0.243	0.00252238	0.798
0.243	0.00242187	0.8
0.243	0.00232534	0.802
